,Item,Year,Unit,Quantity
1384,Cranberries,2019,tonnes,662218.0
1385,Cranberries,2020,tonnes,663050.0
1386,"Cream, fresh",2000,tonnes,2788235.2199999997
1387,"Cream, fresh",2001,tonnes,2869380.53
1388,"Cream, fresh",2002,tonnes,2889777.52
1389,"Cream, fresh",2003,tonnes,2946855.54
1390,"Cream, fresh",2004,tonnes,2870537.88
1391,"Cream, fresh",2005,tonnes,2943082.94
1392,"Cream, fresh",2006,tonnes,3042234.37
1393,"Cream, fresh",2007,tonnes,3107719.31
1394,"Cream, fresh",2008,tonnes,3149341.06
1395,"Cream, fresh",2009,tonnes,3175032.71
1396,"Cream, fresh",2010,tonnes,3329075.0
1397,"Cream, fresh",2011,tonnes,3389233.0
1398,"Cream, fresh",2012,tonnes,3497662.0
1399,"Cream, fresh",2013,tonnes,3459477.0
1400,"Cream, fresh",2014,tonnes,3539583.0
1401,"Cream, fresh",2015,tonnes,3552473.0
1402,"Cream, fresh",2016,tonnes,3525016.0
1403,"Cream, fresh",2017,tonnes,3574353.0
1404,"Cream, fresh",2018,tonnes,1549752.0
1405,"Cream, fresh",2019,tonnes,1407133.0
1406,"Cream, fresh",2020,tonnes,0.0
1407,Cucumbers and gherkins,2000,tonnes,37549926.0
1408,Cucumbers and gherkins,2001,tonnes,39018079.0
1409,Cucumbers and gherkins,2002,tonnes,42249809.0
1410,Cucumbers and gherkins,2003,tonnes,43029013.0
1411,Cucumbers and gherkins,2004,tonnes,42713247.0
1412,Cucumbers and gherkins,2005,tonnes,45621041.0
1413,Cucumbers and gherkins,2006,tonnes,49369987.0
1414,Cucumbers and gherkins,2007,tonnes,53764965.0
1415,Cucumbers and gherkins,2008,tonnes,58081215.0
1416,Cucumbers and gherkins,2009,tonnes,60336097.0
1417,Cucumbers and gherkins,2010,tonnes,62264620.0
1418,Cucumbers and gherkins,2011,tonnes,67594041.0
1419,Cucumbers and gherkins,2012,tonnes,70507019.0
1420,Cucumbers and gherkins,2013,tonnes,72997274.0
1421,Cucumbers and gherkins,2014,tonnes,75829300.0
1422,Cucumbers and gherkins,2015,tonnes,78170496.0
1423,Cucumbers and gherkins,2016,tonnes,80545267.0
1424,Cucumbers and gherkins,2017,tonnes,82059393.0
1425,Cucumbers and gherkins,2018,tonnes,84642356.0
1426,Cucumbers and gherkins,2019,tonnes,87763385.0
1427,Cucumbers and gherkins,2020,tonnes,91047911.0
1428,Currants,2000,tonnes,692235.0
1429,Currants,2001,tonnes,735877.0
1430,Currants,2002,tonnes,731074.0
1431,Currants,2003,tonnes,774690.0
1432,Currants,2004,tonnes,780355.0
1433,Currants,2005,tonnes,764601.0
1434,Currants,2006,tonnes,776300.0
1435,Currants,2007,tonnes,715502.0
1436,Currants,2008,tonnes,675191.0
1437,Currants,2009,tonnes,689475.0
1438,Currants,2010,tonnes,637155.0
1439,Currants,2011,tonnes,637837.0
1440,Currants,2012,tonnes,642622.0
1441,Currants,2013,tonnes,683821.0
1442,Currants,2014,tonnes,633320.0
1443,Currants,2015,tonnes,626506.0
1444,Currants,2016,tonnes,623116.0
1445,Currants,2017,tonnes,538848.0
1446,Currants,2018,tonnes,679810.0
1447,Currants,2019,tonnes,644902.0
1448,Currants,2020,tonnes,687392.0
1449,Dates,2000,tonnes,6104019.0
1450,Dates,2001,tonnes,6325456.0
1451,Dates,2002,tonnes,6385259.0
1452,Dates,2003,tonnes,6416569.0
1453,Dates,2004,tonnes,6284980.0
1454,Dates,2005,tonnes,6219400.0
1455,Dates,2006,tonnes,6419470.0
1456,Dates,2007,tonnes,6623651.0
1457,Dates,2008,tonnes,6674888.0
1458,Dates,2009,tonnes,6757031.0
1459,Dates,2010,tonnes,7091912.0
1460,Dates,2011,tonnes,6826610.0
1461,Dates,2012,tonnes,7425296.0
1462,Dates,2013,tonnes,7513260.0
1463,Dates,2014,tonnes,7416600.0
1464,Dates,2015,tonnes,8086071.0
1465,Dates,2016,tonnes,8305622.0
1466,Dates,2017,tonnes,8387074.0
1467,Dates,2018,tonnes,8858887.0
1468,Dates,2019,tonnes,9204249.0
1469,Dates,2020,tonnes,9445820.0
1470,"Edible offal of buffalo, fresh, chilled or frozen",2000,tonnes,542130.0
1471,"Edible offal of buffalo, fresh, chilled or frozen",2001,tonnes,540047.0
1472,"Edible offal of buffalo, fresh, chilled or frozen",2002,tonnes,558059.0
1473,"Edible offal of buffalo, fresh, chilled or frozen",2003,tonnes,566900.0
1474,"Edible offal of buffalo, fresh, chilled or frozen",2004,tonnes,581967.0
1475,"Edible offal of buffalo, fresh, chilled or frozen",2005,tonnes,595869.0
1476,"Edible offal of buffalo, fresh, chilled or frozen",2006,tonnes,624725.0
1477,"Edible offal of buffalo, fresh, chilled or frozen",2007,tonnes,650688.0
1478,"Edible offal of buffalo, fresh, chilled or frozen",2008,tonnes,653819.0
1479,"Edible offal of buffalo, fresh, chilled or frozen",2009,tonnes,664398.0
1480,"Edible offal of buffalo, fresh, chilled or frozen",2010,tonnes,689154.0
1481,"Edible offal of buffalo, fresh, chilled or frozen",2011,tonnes,689979.0
1482,"Edible offal of buffalo, fresh, chilled or frozen",2012,tonnes,695459.0
1483,"Edible offal of buffalo, fresh, chilled or frozen",2013,tonnes,699914.0
1484,"Edible offal of buffalo, fresh, chilled or frozen",2014,tonnes,700890.0
1485,"Edible offal of buffalo, fresh, chilled or frozen",2015,tonnes,703770.0
1486,"Edible offal of buffalo, fresh, chilled or frozen",2016,tonnes,700309.0
1487,"Edible offal of buffalo, fresh, chilled or frozen",2017,tonnes,714491.0
1488,"Edible offal of buffalo, fresh, chilled or frozen",2018,tonnes,731018.0
1489,"Edible offal of buffalo, fresh, chilled or frozen",2019,tonnes,709351.0
1490,"Edible offal of buffalo, fresh, chilled or frozen",2020,tonnes,719446.0
1491,"Edible offal of cattle, fresh, chilled or frozen",2000,tonnes,7314237.0
1492,"Edible offal of cattle, fresh, chilled or frozen",2001,tonnes,7217818.0
1493,"Edible offal of cattle, fresh, chilled or frozen",2002,tonnes,7404604.0
1494,"Edible offal of cattle, fresh, chilled or frozen",2003,tonnes,7539929.0
1495,"Edible offal of cattle, fresh, chilled or frozen",2004,tonnes,7790411.0
1496,"Edible offal of cattle, fresh, chilled or frozen",2005,tonnes,7915765.0
1497,"Edible offal of cattle, fresh, chilled or frozen",2006,tonnes,8136790.0
1498,"Edible offal of cattle, fresh, chilled or frozen",2007,tonnes,8375897.0
1499,"Edible offal of cattle, fresh, chilled or frozen",2008,tonnes,8372755.0
1500,"Edible offal of cattle, fresh, chilled or frozen",2009,tonnes,8441773.0
1501,"Edible offal of cattle, fresh, chilled or frozen",2010,tonnes,8449594.0
1502,"Edible offal of cattle, fresh, chilled or frozen",2011,tonnes,8395993.0
1503,"Edible offal of cattle, fresh, chilled or frozen",2012,tonnes,8507605.0
1504,"Edible offal of cattle, fresh, chilled or frozen",2013,tonnes,8686721.0
1505,"Edible offal of cattle, fresh, chilled or frozen",2014,tonnes,8754730.0
1506,"Edible offal of cattle, fresh, chilled or frozen",2015,tonnes,8774581.0
1507,"Edible offal of cattle, fresh, chilled or frozen",2016,tonnes,8789553.0
1508,"Edible offal of cattle, fresh, chilled or frozen",2017,tonnes,8942936.0
1509,"Edible offal of cattle, fresh, chilled or frozen",2018,tonnes,8266645.0
1510,"Edible offal of cattle, fresh, chilled or frozen",2019,tonnes,8450090.0
1511,"Edible offal of cattle, fresh, chilled or frozen",2020,tonnes,8477891.0
1512,"Edible offal of goat, fresh, chilled or frozen",2000,tonnes,710926.0
1513,"Edible offal of goat, fresh, chilled or frozen",2001,tonnes,724044.0
1514,"Edible offal of goat, fresh, chilled or frozen",2002,tonnes,746053.0
1515,"Edible offal of goat, fresh, chilled or frozen",2003,tonnes,783109.0
1516,"Edible offal of goat, fresh, chilled or frozen",2004,tonnes,823926.0
1517,"Edible offal of goat, fresh, chilled or frozen",2005,tonnes,850426.0
1518,"Edible offal of goat, fresh, chilled or frozen",2006,tonnes,853170.0
1519,"Edible offal of goat, fresh, chilled or frozen",2007,tonnes,890489.0
1520,"Edible offal of goat, fresh, chilled or frozen",2008,tonnes,905576.0
1521,"Edible offal of goat, fresh, chilled or frozen",2009,tonnes,934885.0
1522,"Edible offal of goat, fresh, chilled or frozen",2010,tonnes,949712.0
1523,"Edible offal of goat, fresh, chilled or frozen",2011,tonnes,947642.0
1524,"Edible offal of goat, fresh, chilled or frozen",2012,tonnes,984908.0
1525,"Edible offal of goat, fresh, chilled or frozen",2013,tonnes,1010610.0
1526,"Edible offal of goat, fresh, chilled or frozen",2014,tonnes,1037682.0
1527,"Edible offal of goat, fresh, chilled or frozen",2015,tonnes,1067797.0
1528,"Edible offal of goat, fresh, chilled or frozen",2016,tonnes,1086921.0
1529,"Edible offal of goat, fresh, chilled or frozen",2017,tonnes,1144028.0
1530,"Edible offal of goat, fresh, chilled or frozen",2018,tonnes,1151417.0
1531,"Edible offal of goat, fresh, chilled or frozen",2019,tonnes,1190045.0
1532,"Edible offal of goat, fresh, chilled or frozen",2020,tonnes,1212358.0
1533,"Edible offal of pigs, fresh, chilled or frozen",2000,tonnes,5455451.0
1534,"Edible offal of pigs, fresh, chilled or frozen",2001,tonnes,5492503.0
1535,"Edible offal of pigs, fresh, chilled or frozen",2002,tonnes,5656822.0
1536,"Edible offal of pigs, fresh, chilled or frozen",2003,tonnes,5822577.0
1537,"Edible offal of pigs, fresh, chilled or frozen",2004,tonnes,5866251.0
1538,"Edible offal of pigs, fresh, chilled or frozen",2005,tonnes,5958559.0
1539,"Edible offal of pigs, fresh, chilled or frozen",2006,tonnes,6127748.0
1540,"Edible offal of pigs, fresh, chilled or frozen",2007,tonnes,6123889.0
1541,"Edible offal of pigs, fresh, chilled or frozen",2008,tonnes,6359340.0
1542,"Edible offal of pigs, fresh, chilled or frozen",2009,tonnes,6486789.0
1543,"Edible offal of pigs, fresh, chilled or frozen",2010,tonnes,6630843.0
1544,"Edible offal of pigs, fresh, chilled or frozen",2011,tonnes,6657383.0
1545,"Edible offal of pigs, fresh, chilled or frozen",2012,tonnes,6848264.0
1546,"Edible offal of pigs, fresh, chilled or frozen",2013,tonnes,6972280.0
1547,"Edible offal of pigs, fresh, chilled or frozen",2014,tonnes,7078884.0
1548,"Edible offal of pigs, fresh, chilled or frozen",2015,tonnes,7253090.0
1549,"Edible offal of pigs, fresh, chilled or frozen",2016,tonnes,7268148.0
1550,"Edible offal of pigs, fresh, chilled or frozen",2017,tonnes,7314406.0
1551,"Edible offal of pigs, fresh, chilled or frozen",2018,tonnes,5804843.0
1552,"Edible offal of pigs, fresh, chilled or frozen",2019,tonnes,5319357.0
1553,"Edible offal of pigs, fresh, chilled or frozen",2020,tonnes,5352356.0
1554,"Edible offal of sheep, fresh, chilled or frozen",2000,tonnes,1221754.0
1555,"Edible offal of sheep, fresh, chilled or frozen",2001,tonnes,1219738.0
1556,"Edible offal of sheep, fresh, chilled or frozen",2002,tonnes,1200694.0
1557,"Edible offal of sheep, fresh, chilled or frozen",2003,tonnes,1229509.0
1558,"Edible offal of sheep, fresh, chilled or frozen",2004,tonnes,1267718.0
1559,"Edible offal of sheep, fresh, chilled or frozen",2005,tonnes,1309321.0
1560,"Edible offal of sheep, fresh, chilled or frozen",2006,tonnes,1345632.0
1561,"Edible offal of sheep, fresh, chilled or frozen",2007,tonnes,1410584.0
1562,"Edible offal of sheep, fresh, chilled or frozen",2008,tonnes,1387390.0
1563,"Edible offal of sheep, fresh, chilled or frozen",2009,tonnes,1394104.0
1564,"Edible offal of sheep, fresh, chilled or frozen",2010,tonnes,1394565.0
1565,"Edible offal of sheep, fresh, chilled or frozen",2011,tonnes,1401810.0
1566,"Edible offal of sheep, fresh, chilled or frozen",2012,tonnes,1466246.0
1567,"Edible offal of sheep, fresh, chilled or frozen",2013,tonnes,1500747.0
1568,"Edible offal of sheep, fresh, chilled or frozen",2014,tonnes,1544889.0
1569,"Edible offal of sheep, fresh, chilled or frozen",2015,tonnes,1587760.0
1570,"Edible offal of sheep, fresh, chilled or frozen",2016,tonnes,1611671.0
1571,"Edible offal of sheep, fresh, chilled or frozen",2017,tonnes,1638605.0
1572,"Edible offal of sheep, fresh, chilled or frozen",2018,tonnes,1586744.0
1573,"Edible offal of sheep, fresh, chilled or frozen",2019,tonnes,1603522.0
1574,"Edible offal of sheep, fresh, chilled or frozen",2020,tonnes,1693343.0
1575,"Edible offals of camels and other camelids, fresh, chilled or frozen",2000,tonnes,38714.0
1576,"Edible offals of camels and other camelids, fresh, chilled or frozen",2001,tonnes,40122.0
1577,"Edible offals of camels and other camelids, fresh, chilled or frozen",2002,tonnes,40228.0
1578,"Edible offals of camels and other camelids, fresh, chilled or frozen",2003,tonnes,41495.0
1579,"Edible offals of camels and other camelids, fresh, chilled or frozen",2004,tonnes,42332.0
1580,"Edible offals of camels and other camelids, fresh, chilled or frozen",2005,tonnes,42089.0
1581,"Edible offals of camels and other camelids, fresh, chilled or frozen",2006,tonnes,42233.0
1582,"Edible offals of camels and other camelids, fresh, chilled or frozen",2007,tonnes,47314.0
1583,"Edible offals of camels and other camelids, fresh, chilled or frozen",2008,tonnes,51159.0
1584,"Edible offals of camels and other camelids, fresh, chilled or frozen",2009,tonnes,49616.0
1585,"Edible offals of camels and other camelids, fresh, chilled or frozen",2010,tonnes,52994.0
1586,"Edible offals of camels and other camelids, fresh, chilled or frozen",2011,tonnes,53530.0
1587,"Edible offals of camels and other camelids, fresh, chilled or frozen",2012,tonnes,69476.0
1588,"Edible offals of camels and other camelids, fresh, chilled or frozen",2013,tonnes,71531.0
1589,"Edible offals of camels and other camelids, fresh, chilled or frozen",2014,tonnes,81993.0
1590,"Edible offals of camels and other camelids, fresh, chilled or frozen",2015,tonnes,83834.0
1591,"Edible offals of camels and other camelids, fresh, chilled or frozen",2016,tonnes,85080.0
1592,"Edible offals of camels and other camelids, fresh, chilled or frozen",2017,tonnes,87787.0
1593,"Edible offals of camels and other camelids, fresh, chilled or frozen",2018,tonnes,89549.0
1594,"Edible offals of camels and other camelids, fresh, chilled or frozen",2019,tonnes,94554.0
1595,"Edible offals of camels and other camelids, fresh, chilled or frozen",2020,tonnes,89628.0
1596,"Edible offals of horses and other equines,  fresh, chilled or frozen",2000,tonnes,94330.0
1597,"Edible offals of horses and other equines,  fresh, chilled or frozen",2001,tonnes,97993.0
1598,"Edible offals of horses and other equines,  fresh, chilled or frozen",2002,tonnes,95957.0
1599,"Edible offals of horses and other equines,  fresh, chilled or frozen",2003,tonnes,95777.0
1600,"Edible offals of horses and other equines,  fresh, chilled or frozen",2004,tonnes,95272.0
1601,"Edible offals of horses and other equines,  fresh, chilled or frozen",2005,tonnes,95493.0
1602,"Edible offals of horses and other equines,  fresh, chilled or frozen",2006,tonnes,93487.0
1603,"Edible offals of horses and other equines,  fresh, chilled or frozen",2007,tonnes,90888.0
1604,"Edible offals of horses and other equines,  fresh, chilled or frozen",2008,tonnes,91744.0
1605,"Edible offals of horses and other equines,  fresh, chilled or frozen",2009,tonnes,91963.0
1606,"Edible offals of horses and other equines,  fresh, chilled or frozen",2010,tonnes,90948.0
1607,"Edible offals of horses and other equines,  fresh, chilled or frozen",2011,tonnes,93383.0
1608,"Edible offals of horses and other equines,  fresh, chilled or frozen",2012,tonnes,95009.0
1609,"Edible offals of horses and other equines,  fresh, chilled or frozen",2013,tonnes,91541.0
1610,"Edible offals of horses and other equines,  fresh, chilled or frozen",2014,tonnes,92849.0
1611,"Edible offals of horses and other equines,  fresh, chilled or frozen",2015,tonnes,96635.0
1612,"Edible offals of horses and other equines,  fresh, chilled or frozen",2016,tonnes,94994.0
1613,"Edible offals of horses and other equines,  fresh, chilled or frozen",2017,tonnes,85788.0
1614,"Edible offals of horses and other equines,  fresh, chilled or frozen",2018,tonnes,83801.0
1615,"Edible offals of horses and other equines,  fresh, chilled or frozen",2019,tonnes,87605.0
1616,"Edible offals of horses and other equines,  fresh, chilled or frozen",2020,tonnes,95213.0
1617,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2000,tonnes,3375425.0
1618,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2001,tonnes,3488553.0
1619,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2002,tonnes,3591598.0
1620,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2003,tonnes,3699895.0
1621,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2004,tonnes,3791367.0
1622,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2005,tonnes,3853586.0
1623,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2006,tonnes,3949147.0
1624,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2007,tonnes,4008061.0
1625,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2008,tonnes,4057806.0
1626,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2009,tonnes,4442584.0
1627,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2010,tonnes,4901381.0
1628,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2011,tonnes,5450313.0
1629,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2012,tonnes,5773589.0
1630,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2013,tonnes,5960330.0
1631,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2014,tonnes,6431971.0
1632,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2015,tonnes,7492853.0
1633,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2016,tonnes,7363024.0
1634,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2017,tonnes,6909182.0
1635,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2018,tonnes,7564029.0
1636,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2019,tonnes,7802502.0
1637,"Edible roots and tubers with high starch or inulin content, n.e.c., fresh",2020,tonnes,8218112.0
1638,Eggplants (aubergines),2000,tonnes,27348291.0
1639,Eggplants (aubergines),2001,tonnes,26976023.0
1640,Eggplants (aubergines),2002,tonnes,29371352.0
1641,Eggplants (aubergines),2003,tonnes,29502311.0
1642,Eggplants (aubergines),2004,tonnes,30874084.0
1643,Eggplants (aubergines),2005,tonnes,31939270.0
1644,Eggplants (aubergines),2006,tonnes,32904548.0
1645,Eggplants (aubergines),2007,tonnes,37488065.0
1646,Eggplants (aubergines),2008,tonnes,39492861.0
1647,Eggplants (aubergines),2009,tonnes,43320799.0
1648,Eggplants (aubergines),2010,tonnes,43925246.0
1649,Eggplants (aubergines),2011,tonnes,44861568.0
1650,Eggplants (aubergines),2012,tonnes,46873581.0
1651,Eggplants (aubergines),2013,tonnes,48805215.0
1652,Eggplants (aubergines),2014,tonnes,49990042.0
1653,Eggplants (aubergines),2015,tonnes,50696197.0
1654,Eggplants (aubergines),2016,tonnes,51606795.0
1655,Eggplants (aubergines),2017,tonnes,52799519.0
1656,Eggplants (aubergines),2018,tonnes,54036325.0
1657,Eggplants (aubergines),2019,tonnes,55291307.0
1658,Eggplants (aubergines),2020,tonnes,56533209.0
1659,Eggs Primary,2000,tonnes,54594981.0
1660,Eggs Primary,2001,tonnes,55724306.0
1661,Eggs Primary,2002,tonnes,57124298.0
1662,Eggs Primary,2003,tonnes,58108428.0
1663,Eggs Primary,2004,tonnes,59413587.0
1664,Eggs Primary,2005,tonnes,60702449.0
1665,Eggs Primary,2006,tonnes,62029997.0
1666,Eggs Primary,2007,tonnes,63854020.0
1667,Eggs Primary,2008,tonnes,66306045.0
1668,Eggs Primary,2009,tonnes,67682360.0
1669,Eggs Primary,2010,tonnes,69052069.0
1670,Eggs Primary,2011,tonnes,70420764.0
1671,Eggs Primary,2012,tonnes,72174867.0
1672,Eggs Primary,2013,tonnes,73860101.0
1673,Eggs Primary,2014,tonnes,75408833.0
1674,Eggs Primary,2015,tonnes,77655735.0
1675,Eggs Primary,2016,tonnes,79802466.0
1676,Eggs Primary,2017,tonnes,84261874.0
1677,Eggs Primary,2018,tonnes,86270996.0
1678,Eggs Primary,2019,tonnes,89913536.0
1679,Eggs Primary,2020,tonnes,92478366.0
1680,"Eggs from other birds in shell, fresh, n.e.c.",2000,1000 No,62788093.0
1681,"Eggs from other birds in shell, fresh, n.e.c.",2000,tonnes,4009802.0
1682,"Eggs from other birds in shell, fresh, n.e.c.",2001,1000 No,64038579.0
1683,"Eggs from other birds in shell, fresh, n.e.c.",2001,tonnes,4092365.0
1684,"Eggs from other birds in shell, fresh, n.e.c.",2002,1000 No,65358377.0
1685,"Eggs from other birds in shell, fresh, n.e.c.",2002,tonnes,4159765.0
1686,"Eggs from other birds in shell, fresh, n.e.c.",2003,1000 No,68111090.0
1687,"Eggs from other birds in shell, fresh, n.e.c.",2003,tonnes,4334733.0
1688,"Eggs from other birds in shell, fresh, n.e.c.",2004,1000 No,68989863.0
1689,"Eggs from other birds in shell, fresh, n.e.c.",2004,tonnes,4388434.0
1690,"Eggs from other birds in shell, fresh, n.e.c.",2005,1000 No,71025496.0
1691,"Eggs from other birds in shell, fresh, n.e.c.",2005,tonnes,4517221.0
1692,"Eggs from other birds in shell, fresh, n.e.c.",2006,1000 No,70907111.0
1693,"Eggs from other birds in shell, fresh, n.e.c.",2006,tonnes,4522951.0
1694,"Eggs from other birds in shell, fresh, n.e.c.",2007,1000 No,73602707.0
1695,"Eggs from other birds in shell, fresh, n.e.c.",2007,tonnes,4715115.0
1696,"Eggs from other birds in shell, fresh, n.e.c.",2008,1000 No,78093470.0
1697,"Eggs from other birds in shell, fresh, n.e.c.",2008,tonnes,5004198.0
1698,"Eggs from other birds in shell, fresh, n.e.c.",2009,1000 No,81379754.0
1699,"Eggs from other birds in shell, fresh, n.e.c.",2009,tonnes,5174020.0
1700,"Eggs from other birds in shell, fresh, n.e.c.",2010,1000 No,82718069.0
1701,"Eggs from other birds in shell, fresh, n.e.c.",2010,tonnes,5255586.0
1702,"Eggs from other birds in shell, fresh, n.e.c.",2011,1000 No,84482230.0
1703,"Eggs from other birds in shell, fresh, n.e.c.",2011,tonnes,5361549.0
1704,"Eggs from other birds in shell, fresh, n.e.c.",2012,1000 No,86741028.0
1705,"Eggs from other birds in shell, fresh, n.e.c.",2012,tonnes,5481088.0
1706,"Eggs from other birds in shell, fresh, n.e.c.",2013,1000 No,88413813.0
1707,"Eggs from other birds in shell, fresh, n.e.c.",2013,tonnes,5569335.0
1708,"Eggs from other birds in shell, fresh, n.e.c.",2014,1000 No,90859623.0
1709,"Eggs from other birds in shell, fresh, n.e.c.",2014,tonnes,5699020.0
1710,"Eggs from other birds in shell, fresh, n.e.c.",2015,1000 No,94855293.0
1711,"Eggs from other birds in shell, fresh, n.e.c.",2015,tonnes,5951900.0
1712,"Eggs from other birds in shell, fresh, n.e.c.",2016,1000 No,96129973.0
1713,"Eggs from other birds in shell, fresh, n.e.c.",2016,tonnes,6079643.0
1714,"Eggs from other birds in shell, fresh, n.e.c.",2017,1000 No,92513195.0
1715,"Eggs from other birds in shell, fresh, n.e.c.",2017,tonnes,5803598.0
1716,"Eggs from other birds in shell, fresh, n.e.c.",2018,1000 No,93098213.0
1717,"Eggs from other birds in shell, fresh, n.e.c.",2018,tonnes,5837877.0
1718,"Eggs from other birds in shell, fresh, n.e.c.",2019,1000 No,95506254.0
1719,"Eggs from other birds in shell, fresh, n.e.c.",2019,tonnes,5986739.0
1720,"Eggs from other birds in shell, fresh, n.e.c.",2020,1000 No,99867211.0
1721,"Eggs from other birds in shell, fresh, n.e.c.",2020,tonnes,6272221.0
1722,Evaporat&Condensed Milk,2000,tonnes,4019380.0
1723,Evaporat&Condensed Milk,2001,tonnes,4148353.0
1724,Evaporat&Condensed Milk,2002,tonnes,4336851.0
1725,Evaporat&Condensed Milk,2003,tonnes,4039781.0
1726,Evaporat&Condensed Milk,2004,tonnes,4147593.0
1727,Evaporat&Condensed Milk,2005,tonnes,4272049.0
1728,Evaporat&Condensed Milk,2006,tonnes,4316118.0
1729,Evaporat&Condensed Milk,2007,tonnes,4655359.0
1730,Evaporat&Condensed Milk,2008,tonnes,4821715.0
1731,Evaporat&Condensed Milk,2009,tonnes,4777832.0
1732,Evaporat&Condensed Milk,2010,tonnes,5103878.0
1733,Evaporat&Condensed Milk,2011,tonnes,5251020.0
1734,Evaporat&Condensed Milk,2012,tonnes,5353458.0
1735,Evaporat&Condensed Milk,2013,tonnes,5231352.0
1736,Evaporat&Condensed Milk,2014,tonnes,5381032.0
1737,Evaporat&Condensed Milk,2015,tonnes,5538796.0
1738,Evaporat&Condensed Milk,2016,tonnes,5445229.0
1739,Evaporat&Condensed Milk,2017,tonnes,5578657.0
1740,Evaporat&Condensed Milk,2018,tonnes,5660453.0
1741,Evaporat&Condensed Milk,2019,tonnes,5831806.0
1742,Evaporat&Condensed Milk,2020,tonnes,0.0
1743,Fat of camels,2000,tonnes,12913.0
1744,Fat of camels,2001,tonnes,13139.0
1745,Fat of camels,2002,tonnes,12915.0
1746,Fat of camels,2003,tonnes,13189.0
1747,Fat of camels,2004,tonnes,13485.0
1748,Fat of camels,2005,tonnes,13348.0
1749,Fat of camels,2006,tonnes,13320.0
1750,Fat of camels,2007,tonnes,14238.0
1751,Fat of camels,2008,tonnes,14842.0
1752,Fat of camels,2009,tonnes,14741.0
1753,Fat of camels,2010,tonnes,15420.0
1754,Fat of camels,2011,tonnes,15707.0
1755,Fat of camels,2012,tonnes,19631.0
1756,Fat of camels,2013,tonnes,20603.0
1757,Fat of camels,2014,tonnes,24687.0
1758,Fat of camels,2015,tonnes,25360.0
1759,Fat of camels,2016,tonnes,25809.0
1760,Fat of camels,2017,tonnes,26896.0
1761,Fat of camels,2018,tonnes,27082.0
1762,Fat of camels,2019,tonnes,28725.0
1763,Fat of camels,2020,tonnes,28203.0
1764,Fat of pigs,2000,tonnes,8122968.0
1765,Fat of pigs,2001,tonnes,8182682.0
1766,Fat of pigs,2002,tonnes,8411943.0
1767,Fat of pigs,2003,tonnes,8650234.0
1768,Fat of pigs,2004,tonnes,8702927.0
1769,Fat of pigs,2005,tonnes,8854208.0
1770,Fat of pigs,2006,tonnes,9098130.0
1771,Fat of pigs,2007,tonnes,9163874.0
1772,Fat of pigs,2008,tonnes,9532064.0
1773,Fat of pigs,2009,tonnes,9667680.0
1774,Fat of pigs,2010,tonnes,9816629.0
1775,Fat of pigs,2011,tonnes,9914548.0
1776,Fat of pigs,2012,tonnes,10140484.0
1777,Fat of pigs,2013,tonnes,10257915.0
1778,Fat of pigs,2014,tonnes,10398461.0
1779,Fat of pigs,2015,tonnes,10726129.0
1780,Fat of pigs,2016,tonnes,10749097.0
1781,Fat of pigs,2017,tonnes,10863221.0
1782,Fat of pigs,2018,tonnes,8835733.0
1783,Fat of pigs,2019,tonnes,8334937.0
1784,Fat of pigs,2020,tonnes,8414959.0
1785,Figs,2000,tonnes,984918.0
1786,Figs,2001,tonnes,917330.0
1787,Figs,2002,tonnes,1013418.0
1788,Figs,2003,tonnes,980025.0
1789,Figs,2004,tonnes,1003077.0
1790,Figs,2005,tonnes,1078469.0
1791,Figs,2006,tonnes,1175038.0
1792,Figs,2007,tonnes,1016652.0
1793,Figs,2008,tonnes,1048406.0
1794,Figs,2009,tonnes,1136772.0
1795,Figs,2010,tonnes,1063028.0
1796,Figs,2011,tonnes,1061611.0
1797,Figs,2012,tonnes,1051990.0
1798,Figs,2013,tonnes,1127164.0
1799,Figs,2014,tonnes,1142619.0
1800,Figs,2015,tonnes,1154891.0
1801,Figs,2016,tonnes,1057220.0
1802,Figs,2017,tonnes,1153547.0
1803,Figs,2018,tonnes,1218079.0
1804,Figs,2019,tonnes,1299200.0
1805,Figs,2020,tonnes,1260729.0
1806,"Flax, processed but not spun",2000,tonnes,823103.0
