,Item,Year,Unit,Quantity
2696,"Meat of camels, fresh or chilled",2008,tonnes,319278.0
2697,"Meat of camels, fresh or chilled",2009,tonnes,306346.0
2698,"Meat of camels, fresh or chilled",2010,tonnes,324338.0
2699,"Meat of camels, fresh or chilled",2011,tonnes,328383.0
2700,"Meat of camels, fresh or chilled",2012,tonnes,470123.0
2701,"Meat of camels, fresh or chilled",2013,tonnes,485169.0
2702,"Meat of camels, fresh or chilled",2014,tonnes,534911.0
2703,"Meat of camels, fresh or chilled",2015,tonnes,549277.0
2704,"Meat of camels, fresh or chilled",2016,tonnes,553824.0
2705,"Meat of camels, fresh or chilled",2017,tonnes,569933.0
2706,"Meat of camels, fresh or chilled",2018,tonnes,573194.0
2707,"Meat of camels, fresh or chilled",2019,tonnes,620218.0
2708,"Meat of camels, fresh or chilled",2020,tonnes,604011.0
2709,"Meat of cattle with the bone, fresh or chilled",2000,tonnes,55161783.0
2710,"Meat of cattle with the bone, fresh or chilled",2001,tonnes,54642399.0
2711,"Meat of cattle with the bone, fresh or chilled",2002,tonnes,55672422.0
2712,"Meat of cattle with the bone, fresh or chilled",2003,tonnes,56443431.0
2713,"Meat of cattle with the bone, fresh or chilled",2004,tonnes,58067920.0
2714,"Meat of cattle with the bone, fresh or chilled",2005,tonnes,58358746.0
2715,"Meat of cattle with the bone, fresh or chilled",2006,tonnes,59762049.0
2716,"Meat of cattle with the bone, fresh or chilled",2007,tonnes,61581092.0
2717,"Meat of cattle with the bone, fresh or chilled",2008,tonnes,61622839.0
2718,"Meat of cattle with the bone, fresh or chilled",2009,tonnes,61915780.0
2719,"Meat of cattle with the bone, fresh or chilled",2010,tonnes,61983970.0
2720,"Meat of cattle with the bone, fresh or chilled",2011,tonnes,61685245.0
2721,"Meat of cattle with the bone, fresh or chilled",2012,tonnes,62344092.0
2722,"Meat of cattle with the bone, fresh or chilled",2013,tonnes,63362912.0
2723,"Meat of cattle with the bone, fresh or chilled",2014,tonnes,63770002.0
2724,"Meat of cattle with the bone, fresh or chilled",2015,tonnes,63269490.0
2725,"Meat of cattle with the bone, fresh or chilled",2016,tonnes,63802170.0
2726,"Meat of cattle with the bone, fresh or chilled",2017,tonnes,65011777.0
2727,"Meat of cattle with the bone, fresh or chilled",2018,tonnes,66529216.0
2728,"Meat of cattle with the bone, fresh or chilled",2019,tonnes,67695270.0
2729,"Meat of cattle with the bone, fresh or chilled",2020,tonnes,67668745.0
2730,"Meat of chickens, fresh or chilled",2000,tonnes,57782509.0
2731,"Meat of chickens, fresh or chilled",2001,tonnes,60132183.0
2732,"Meat of chickens, fresh or chilled",2002,tonnes,63288742.0
2733,"Meat of chickens, fresh or chilled",2003,tonnes,64999115.0
2734,"Meat of chickens, fresh or chilled",2004,tonnes,67414548.0
2735,"Meat of chickens, fresh or chilled",2005,tonnes,69812531.0
2736,"Meat of chickens, fresh or chilled",2006,tonnes,72011971.0
2737,"Meat of chickens, fresh or chilled",2007,tonnes,76338576.0
2738,"Meat of chickens, fresh or chilled",2008,tonnes,80173926.0
2739,"Meat of chickens, fresh or chilled",2009,tonnes,82342340.0
2740,"Meat of chickens, fresh or chilled",2010,tonnes,86526394.0
2741,"Meat of chickens, fresh or chilled",2011,tonnes,90160815.0
2742,"Meat of chickens, fresh or chilled",2012,tonnes,93429061.0
2743,"Meat of chickens, fresh or chilled",2013,tonnes,96968754.0
2744,"Meat of chickens, fresh or chilled",2014,tonnes,99794149.0
2745,"Meat of chickens, fresh or chilled",2015,tonnes,103145475.0
2746,"Meat of chickens, fresh or chilled",2016,tonnes,105944959.0
2747,"Meat of chickens, fresh or chilled",2017,tonnes,111112062.0
2748,"Meat of chickens, fresh or chilled",2018,tonnes,114911353.0
2749,"Meat of chickens, fresh or chilled",2019,tonnes,117880290.0
2750,"Meat of chickens, fresh or chilled",2020,tonnes,118208525.0
2751,"Meat of ducks, fresh or chilled",2000,tonnes,2831131.0
2752,"Meat of ducks, fresh or chilled",2001,tonnes,2945705.0
2753,"Meat of ducks, fresh or chilled",2002,tonnes,2902478.0
2754,"Meat of ducks, fresh or chilled",2003,tonnes,2993866.0
2755,"Meat of ducks, fresh or chilled",2004,tonnes,3036730.0
2756,"Meat of ducks, fresh or chilled",2005,tonnes,3285485.0
2757,"Meat of ducks, fresh or chilled",2006,tonnes,3341410.0
2758,"Meat of ducks, fresh or chilled",2007,tonnes,3567368.0
2759,"Meat of ducks, fresh or chilled",2008,tonnes,3760223.0
2760,"Meat of ducks, fresh or chilled",2009,tonnes,3875741.0
2761,"Meat of ducks, fresh or chilled",2010,tonnes,4010850.0
2762,"Meat of ducks, fresh or chilled",2011,tonnes,4155763.0
2763,"Meat of ducks, fresh or chilled",2012,tonnes,4293699.0
2764,"Meat of ducks, fresh or chilled",2013,tonnes,4346443.0
2765,"Meat of ducks, fresh or chilled",2014,tonnes,4272124.0
2766,"Meat of ducks, fresh or chilled",2015,tonnes,4225177.0
2767,"Meat of ducks, fresh or chilled",2016,tonnes,4313903.0
2768,"Meat of ducks, fresh or chilled",2017,tonnes,4504755.0
2769,"Meat of ducks, fresh or chilled",2018,tonnes,4761473.0
2770,"Meat of ducks, fresh or chilled",2019,tonnes,4827934.0
2771,"Meat of ducks, fresh or chilled",2020,tonnes,4848986.0
2772,"Meat of geese, fresh or chilled",2000,tonnes,1849712.0
2773,"Meat of geese, fresh or chilled",2001,tonnes,1843821.0
2774,"Meat of geese, fresh or chilled",2002,tonnes,1796369.0
2775,"Meat of geese, fresh or chilled",2003,tonnes,1864592.0
2776,"Meat of geese, fresh or chilled",2004,tonnes,1899735.0
2777,"Meat of geese, fresh or chilled",2005,tonnes,2033782.0
2778,"Meat of geese, fresh or chilled",2006,tonnes,2029850.0
2779,"Meat of geese, fresh or chilled",2007,tonnes,2224341.0
2780,"Meat of geese, fresh or chilled",2008,tonnes,2256959.0
2781,"Meat of geese, fresh or chilled",2009,tonnes,2345561.0
2782,"Meat of geese, fresh or chilled",2010,tonnes,2420748.0
2783,"Meat of geese, fresh or chilled",2011,tonnes,2500661.0
2784,"Meat of geese, fresh or chilled",2012,tonnes,2646973.0
2785,"Meat of geese, fresh or chilled",2013,tonnes,2682401.0
2786,"Meat of geese, fresh or chilled",2014,tonnes,2572081.0
2787,"Meat of geese, fresh or chilled",2015,tonnes,2540814.0
2788,"Meat of geese, fresh or chilled",2016,tonnes,2660636.0
2789,"Meat of geese, fresh or chilled",2017,tonnes,2662663.0
2790,"Meat of geese, fresh or chilled",2018,tonnes,2747226.0
2791,"Meat of geese, fresh or chilled",2019,tonnes,2722246.0
2792,"Meat of geese, fresh or chilled",2020,tonnes,2778669.0
2793,"Meat of goat, fresh or chilled",2000,tonnes,3678725.0
2794,"Meat of goat, fresh or chilled",2001,tonnes,3750836.0
2795,"Meat of goat, fresh or chilled",2002,tonnes,3872535.0
2796,"Meat of goat, fresh or chilled",2003,tonnes,4062142.0
2797,"Meat of goat, fresh or chilled",2004,tonnes,4263683.0
2798,"Meat of goat, fresh or chilled",2005,tonnes,4398828.0
2799,"Meat of goat, fresh or chilled",2006,tonnes,4474813.0
2800,"Meat of goat, fresh or chilled",2007,tonnes,4662102.0
2801,"Meat of goat, fresh or chilled",2008,tonnes,4725773.0
2802,"Meat of goat, fresh or chilled",2009,tonnes,4851185.0
2803,"Meat of goat, fresh or chilled",2010,tonnes,4939422.0
2804,"Meat of goat, fresh or chilled",2011,tonnes,4898051.0
2805,"Meat of goat, fresh or chilled",2012,tonnes,5080136.0
2806,"Meat of goat, fresh or chilled",2013,tonnes,5198266.0
2807,"Meat of goat, fresh or chilled",2014,tonnes,5322909.0
2808,"Meat of goat, fresh or chilled",2015,tonnes,5458718.0
2809,"Meat of goat, fresh or chilled",2016,tonnes,5575891.0
2810,"Meat of goat, fresh or chilled",2017,tonnes,5800828.0
2811,"Meat of goat, fresh or chilled",2018,tonnes,5860241.0
2812,"Meat of goat, fresh or chilled",2019,tonnes,6027764.0
2813,"Meat of goat, fresh or chilled",2020,tonnes,6102261.0
2814,"Meat of mules, fresh or chilled",2000,tonnes,58896.0
2815,"Meat of mules, fresh or chilled",2001,tonnes,58826.0
2816,"Meat of mules, fresh or chilled",2002,tonnes,59221.0
2817,"Meat of mules, fresh or chilled",2003,tonnes,58996.0
2818,"Meat of mules, fresh or chilled",2004,tonnes,59028.0
2819,"Meat of mules, fresh or chilled",2005,tonnes,60917.0
2820,"Meat of mules, fresh or chilled",2006,tonnes,61959.0
2821,"Meat of mules, fresh or chilled",2007,tonnes,58696.0
2822,"Meat of mules, fresh or chilled",2008,tonnes,54995.0
2823,"Meat of mules, fresh or chilled",2009,tonnes,57390.0
2824,"Meat of mules, fresh or chilled",2010,tonnes,54800.0
2825,"Meat of mules, fresh or chilled",2011,tonnes,53000.0
2826,"Meat of mules, fresh or chilled",2012,tonnes,52700.0
2827,"Meat of mules, fresh or chilled",2013,tonnes,48570.0
2828,"Meat of mules, fresh or chilled",2014,tonnes,52702.0
2829,"Meat of mules, fresh or chilled",2015,tonnes,53707.0
2830,"Meat of mules, fresh or chilled",2016,tonnes,32482.0
2831,"Meat of mules, fresh or chilled",2017,tonnes,19761.0
2832,"Meat of mules, fresh or chilled",2018,tonnes,15167.0
2833,"Meat of mules, fresh or chilled",2019,tonnes,13142.0
2834,"Meat of mules, fresh or chilled",2020,tonnes,12087.0
2835,"Meat of other domestic camelids, fresh or chilled",2000,tonnes,14224.0
2836,"Meat of other domestic camelids, fresh or chilled",2001,tonnes,14280.0
2837,"Meat of other domestic camelids, fresh or chilled",2002,tonnes,15137.0
2838,"Meat of other domestic camelids, fresh or chilled",2003,tonnes,15222.0
2839,"Meat of other domestic camelids, fresh or chilled",2004,tonnes,16185.0
2840,"Meat of other domestic camelids, fresh or chilled",2005,tonnes,18720.0
2841,"Meat of other domestic camelids, fresh or chilled",2006,tonnes,19839.0
2842,"Meat of other domestic camelids, fresh or chilled",2007,tonnes,22293.0
2843,"Meat of other domestic camelids, fresh or chilled",2008,tonnes,23919.0
2844,"Meat of other domestic camelids, fresh or chilled",2009,tonnes,24543.0
2845,"Meat of other domestic camelids, fresh or chilled",2010,tonnes,24017.0
2846,"Meat of other domestic camelids, fresh or chilled",2011,tonnes,27752.0
2847,"Meat of other domestic camelids, fresh or chilled",2012,tonnes,28686.0
2848,"Meat of other domestic camelids, fresh or chilled",2013,tonnes,29000.0
2849,"Meat of other domestic camelids, fresh or chilled",2014,tonnes,28226.0
2850,"Meat of other domestic camelids, fresh or chilled",2015,tonnes,29098.0
2851,"Meat of other domestic camelids, fresh or chilled",2016,tonnes,30147.0
2852,"Meat of other domestic camelids, fresh or chilled",2017,tonnes,31377.0
2853,"Meat of other domestic camelids, fresh or chilled",2018,tonnes,31428.0
2854,"Meat of other domestic camelids, fresh or chilled",2019,tonnes,33514.0
2855,"Meat of other domestic camelids, fresh or chilled",2020,tonnes,32877.0
2856,"Meat of other domestic rodents, fresh or chilled",2000,tonnes,16657.0
2857,"Meat of other domestic rodents, fresh or chilled",2001,tonnes,16715.0
2858,"Meat of other domestic rodents, fresh or chilled",2002,tonnes,16840.0
2859,"Meat of other domestic rodents, fresh or chilled",2003,tonnes,17220.0
2860,"Meat of other domestic rodents, fresh or chilled",2004,tonnes,17370.0
2861,"Meat of other domestic rodents, fresh or chilled",2005,tonnes,17750.0
2862,"Meat of other domestic rodents, fresh or chilled",2006,tonnes,17750.0
2863,"Meat of other domestic rodents, fresh or chilled",2007,tonnes,17875.0
2864,"Meat of other domestic rodents, fresh or chilled",2008,tonnes,18254.0
2865,"Meat of other domestic rodents, fresh or chilled",2009,tonnes,18456.0
2866,"Meat of other domestic rodents, fresh or chilled",2010,tonnes,18506.0
2867,"Meat of other domestic rodents, fresh or chilled",2011,tonnes,18506.0
2868,"Meat of other domestic rodents, fresh or chilled",2012,tonnes,18600.0
2869,"Meat of other domestic rodents, fresh or chilled",2013,tonnes,18600.0
2870,"Meat of other domestic rodents, fresh or chilled",2014,tonnes,18682.0
2871,"Meat of other domestic rodents, fresh or chilled",2015,tonnes,18742.0
2872,"Meat of other domestic rodents, fresh or chilled",2016,tonnes,18682.0
2873,"Meat of other domestic rodents, fresh or chilled",2017,tonnes,18584.0
2874,"Meat of other domestic rodents, fresh or chilled",2018,tonnes,18636.0
2875,"Meat of other domestic rodents, fresh or chilled",2019,tonnes,18626.0
2876,"Meat of other domestic rodents, fresh or chilled",2020,tonnes,18616.0
2877,"Meat of pig with the bone, fresh or chilled",2000,tonnes,87980404.0
2878,"Meat of pig with the bone, fresh or chilled",2001,tonnes,88910311.0
2879,"Meat of pig with the bone, fresh or chilled",2002,tonnes,91295026.0
2880,"Meat of pig with the bone, fresh or chilled",2003,tonnes,93886062.0
2881,"Meat of pig with the bone, fresh or chilled",2004,tonnes,94875264.0
2882,"Meat of pig with the bone, fresh or chilled",2005,tonnes,96967208.0
2883,"Meat of pig with the bone, fresh or chilled",2006,tonnes,99477609.0
2884,"Meat of pig with the bone, fresh or chilled",2007,tonnes,98114659.0
2885,"Meat of pig with the bone, fresh or chilled",2008,tonnes,102393182.0
2886,"Meat of pig with the bone, fresh or chilled",2009,tonnes,104972568.0
2887,"Meat of pig with the bone, fresh or chilled",2010,tonnes,107789293.0
2888,"Meat of pig with the bone, fresh or chilled",2011,tonnes,108433891.0
2889,"Meat of pig with the bone, fresh or chilled",2012,tonnes,111913806.0
2890,"Meat of pig with the bone, fresh or chilled",2013,tonnes,113907442.0
2891,"Meat of pig with the bone, fresh or chilled",2014,tonnes,116077726.0
2892,"Meat of pig with the bone, fresh or chilled",2015,tonnes,118343879.0
2893,"Meat of pig with the bone, fresh or chilled",2016,tonnes,117655929.0
2894,"Meat of pig with the bone, fresh or chilled",2017,tonnes,118589565.0
2895,"Meat of pig with the bone, fresh or chilled",2018,tonnes,119718875.0
2896,"Meat of pig with the bone, fresh or chilled",2019,tonnes,108673519.0
2897,"Meat of pig with the bone, fresh or chilled",2020,tonnes,108847784.0
2898,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2000,tonnes,42340.0
2899,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2001,tonnes,44567.0
2900,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2002,tonnes,47842.0
2901,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2003,tonnes,51586.0
2902,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2004,tonnes,58909.0
2903,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2005,tonnes,58641.0
2904,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2006,tonnes,67350.0
2905,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2007,tonnes,73550.0
2906,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2008,tonnes,24868.0
2907,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2009,tonnes,24601.0
2908,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2010,tonnes,24812.0
2909,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2011,tonnes,24814.0
2910,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2012,tonnes,21273.0
2911,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2013,tonnes,22269.0
2912,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2014,tonnes,21718.0
2913,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2015,tonnes,21387.0
2914,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2016,tonnes,20802.0
2915,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2017,tonnes,20794.0
2916,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2018,tonnes,19932.0
2917,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2019,tonnes,19997.0
2918,"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",2020,tonnes,20086.0
2919,"Meat of rabbits and hares, fresh or chilled",2000,tonnes,878458.0
2920,"Meat of rabbits and hares, fresh or chilled",2001,tonnes,959098.0
2921,"Meat of rabbits and hares, fresh or chilled",2002,tonnes,983652.0
2922,"Meat of rabbits and hares, fresh or chilled",2003,tonnes,983584.0
2923,"Meat of rabbits and hares, fresh or chilled",2004,tonnes,975345.0
2924,"Meat of rabbits and hares, fresh or chilled",2005,tonnes,1019354.0
2925,"Meat of rabbits and hares, fresh or chilled",2006,tonnes,1052836.0
2926,"Meat of rabbits and hares, fresh or chilled",2007,tonnes,1128250.0
2927,"Meat of rabbits and hares, fresh or chilled",2008,tonnes,1106200.0
2928,"Meat of rabbits and hares, fresh or chilled",2009,tonnes,1157462.0
2929,"Meat of rabbits and hares, fresh or chilled",2010,tonnes,1222446.0
2930,"Meat of rabbits and hares, fresh or chilled",2011,tonnes,1290047.0
2931,"Meat of rabbits and hares, fresh or chilled",2012,tonnes,1293446.0
2932,"Meat of rabbits and hares, fresh or chilled",2013,tonnes,1336456.0
2933,"Meat of rabbits and hares, fresh or chilled",2014,tonnes,1353617.0
2934,"Meat of rabbits and hares, fresh or chilled",2015,tonnes,1342908.0
2935,"Meat of rabbits and hares, fresh or chilled",2016,tonnes,1181734.0
2936,"Meat of rabbits and hares, fresh or chilled",2017,tonnes,989504.0
2937,"Meat of rabbits and hares, fresh or chilled",2018,tonnes,897199.0
2938,"Meat of rabbits and hares, fresh or chilled",2019,tonnes,803156.0
2939,"Meat of rabbits and hares, fresh or chilled",2020,tonnes,749998.0
2940,"Meat of sheep, fresh or chilled",2000,tonnes,7170784.0
2941,"Meat of sheep, fresh or chilled",2001,tonnes,7156640.0
2942,"Meat of sheep, fresh or chilled",2002,tonnes,7030225.0
2943,"Meat of sheep, fresh or chilled",2003,tonnes,7150810.0
2944,"Meat of sheep, fresh or chilled",2004,tonnes,7303601.0
2945,"Meat of sheep, fresh or chilled",2005,tonnes,7550582.0
2946,"Meat of sheep, fresh or chilled",2006,tonnes,7772029.0
2947,"Meat of sheep, fresh or chilled",2007,tonnes,8121186.0
2948,"Meat of sheep, fresh or chilled",2008,tonnes,8001945.0
2949,"Meat of sheep, fresh or chilled",2009,tonnes,7994129.0
2950,"Meat of sheep, fresh or chilled",2010,tonnes,7985492.0
2951,"Meat of sheep, fresh or chilled",2011,tonnes,8022171.0
2952,"Meat of sheep, fresh or chilled",2012,tonnes,8312940.0
2953,"Meat of sheep, fresh or chilled",2013,tonnes,8537303.0
2954,"Meat of sheep, fresh or chilled",2014,tonnes,8773417.0
2955,"Meat of sheep, fresh or chilled",2015,tonnes,9009935.0
2956,"Meat of sheep, fresh or chilled",2016,tonnes,9130713.0
2957,"Meat of sheep, fresh or chilled",2017,tonnes,9220834.0
2958,"Meat of sheep, fresh or chilled",2018,tonnes,9359906.0
2959,"Meat of sheep, fresh or chilled",2019,tonnes,9430755.0
2960,"Meat of sheep, fresh or chilled",2020,tonnes,9846648.0
2961,"Meat of turkeys, fresh or chilled",2000,tonnes,5114391.0
2962,"Meat of turkeys, fresh or chilled",2001,tonnes,5278714.0
2963,"Meat of turkeys, fresh or chilled",2002,tonnes,5460730.0
2964,"Meat of turkeys, fresh or chilled",2003,tonnes,5183595.0
2965,"Meat of turkeys, fresh or chilled",2004,tonnes,5203626.0
2966,"Meat of turkeys, fresh or chilled",2005,tonnes,5211389.0
2967,"Meat of turkeys, fresh or chilled",2006,tonnes,5181013.0
2968,"Meat of turkeys, fresh or chilled",2007,tonnes,5457573.0
2969,"Meat of turkeys, fresh or chilled",2008,tonnes,5702879.0
2970,"Meat of turkeys, fresh or chilled",2009,tonnes,5384972.0
2971,"Meat of turkeys, fresh or chilled",2010,tonnes,5514206.0
2972,"Meat of turkeys, fresh or chilled",2011,tonnes,5608586.0
2973,"Meat of turkeys, fresh or chilled",2012,tonnes,5833613.0
2974,"Meat of turkeys, fresh or chilled",2013,tonnes,5647556.0
2975,"Meat of turkeys, fresh or chilled",2014,tonnes,5637249.0
2976,"Meat of turkeys, fresh or chilled",2015,tonnes,5653439.0
2977,"Meat of turkeys, fresh or chilled",2016,tonnes,6012043.0
2978,"Meat of turkeys, fresh or chilled",2017,tonnes,5884241.0
2979,"Meat of turkeys, fresh or chilled",2018,tonnes,6009919.0
2980,"Meat of turkeys, fresh or chilled",2019,tonnes,5944339.0
2981,"Meat of turkeys, fresh or chilled",2020,tonnes,5950642.0
2982,"Meat, Poultry",2000,tonnes,67620083.0
2983,"Meat, Poultry",2001,tonnes,70244990.0
2984,"Meat, Poultry",2002,tonnes,73496161.0
2985,"Meat, Poultry",2003,tonnes,75092754.0
2986,"Meat, Poultry",2004,tonnes,77613548.0
2987,"Meat, Poultry",2005,tonnes,80401828.0
2988,"Meat, Poultry",2006,tonnes,82631594.0
2989,"Meat, Poultry",2007,tonnes,87661408.0
2990,"Meat, Poultry",2008,tonnes,91918855.0
2991,"Meat, Poultry",2009,tonnes,93973215.0
2992,"Meat, Poultry",2010,tonnes,98497010.0
2993,"Meat, Poultry",2011,tonnes,102450639.0
2994,"Meat, Poultry",2012,tonnes,106224619.0
2995,"Meat, Poultry",2013,tonnes,109667423.0
2996,"Meat, Poultry",2014,tonnes,112297321.0
2997,"Meat, Poultry",2015,tonnes,115586292.0
2998,"Meat, Poultry",2016,tonnes,118952343.0
2999,"Meat, Poultry",2017,tonnes,124184515.0
3000,"Meat, Poultry",2018,tonnes,128556144.0
3001,"Meat, Poultry",2019,tonnes,131459712.0
3002,"Meat, Poultry",2020,tonnes,132468803.0
3003,Melonseed,2000,tonnes,543675.0
3004,Melonseed,2001,tonnes,532765.0
3005,Melonseed,2002,tonnes,566590.0
3006,Melonseed,2003,tonnes,602430.0
3007,Melonseed,2004,tonnes,639207.0
3008,Melonseed,2005,tonnes,677688.0
3009,Melonseed,2006,tonnes,710535.0
3010,Melonseed,2007,tonnes,748215.0
3011,Melonseed,2008,tonnes,731872.0
3012,Melonseed,2009,tonnes,648926.0
3013,Melonseed,2010,tonnes,756372.0
3014,Melonseed,2011,tonnes,768527.0
3015,Melonseed,2012,tonnes,861952.0
3016,Melonseed,2013,tonnes,853545.0
3017,Melonseed,2014,tonnes,890008.0
3018,Melonseed,2015,tonnes,898537.0
3019,Melonseed,2016,tonnes,871922.0
3020,Melonseed,2017,tonnes,891204.0
3021,Melonseed,2018,tonnes,971471.0
3022,Melonseed,2019,tonnes,929643.0
3023,Melonseed,2020,tonnes,911437.0
3024,Millet,2000,tonnes,27175345.0
3025,Millet,2001,tonnes,28325090.0
3026,Millet,2002,tonnes,23373640.0
3027,Millet,2003,tonnes,34035274.0
3028,Millet,2004,tonnes,29355770.0
3029,Millet,2005,tonnes,30252592.0
3030,Millet,2006,tonnes,31321644.0
3031,Millet,2007,tonnes,32869645.0
3032,Millet,2008,tonnes,33676578.0
3033,Millet,2009,tonnes,25282038.0
3034,Millet,2010,tonnes,32327925.0
3035,Millet,2011,tonnes,26414502.0
3036,Millet,2012,tonnes,26606174.0
3037,Millet,2013,tonnes,26396434.0
3038,Millet,2014,tonnes,28410314.0
3039,Millet,2015,tonnes,28166721.0
3040,Millet,2016,tonnes,27498123.0
3041,Millet,2017,tonnes,28782682.0
3042,Millet,2018,tonnes,31601109.0
3043,Millet,2019,tonnes,28302560.0
3044,Millet,2020,tonnes,30432110.0
3045,Mixed grain,2000,tonnes,4307870.0
3046,Mixed grain,2001,tonnes,5181314.0
3047,Mixed grain,2002,tonnes,4938408.0
3048,Mixed grain,2003,tonnes,4748438.0
3049,Mixed grain,2004,tonnes,5483167.0
3050,Mixed grain,2005,tonnes,4938449.0
3051,Mixed grain,2006,tonnes,4431257.0
3052,Mixed grain,2007,tonnes,5164261.0
3053,Mixed grain,2008,tonnes,4526251.0
3054,Mixed grain,2009,tonnes,4798783.0
3055,Mixed grain,2010,tonnes,4181402.0
3056,Mixed grain,2011,tonnes,4223100.0
3057,Mixed grain,2012,tonnes,4788482.0
3058,Mixed grain,2013,tonnes,3846457.0
3059,Mixed grain,2014,tonnes,3758386.0
3060,Mixed grain,2015,tonnes,2954591.0
3061,Mixed grain,2016,tonnes,3136783.0
3062,Mixed grain,2017,tonnes,3590753.0
3063,Mixed grain,2018,tonnes,3412472.0
3064,Mixed grain,2019,tonnes,3420504.0
3065,Mixed grain,2020,tonnes,3075475.0
3066,Molasses,2000,tonnes,44801349.77
3067,Molasses,2001,tonnes,45487919.11
3068,Molasses,2002,tonnes,50080833.79
3069,Molasses,2003,tonnes,51794900.83
3070,Molasses,2004,tonnes,49322123.53
3071,Molasses,2005,tonnes,47612447.96
3072,Molasses,2006,tonnes,52292842.41
3073,Molasses,2007,tonnes,58772316.05
3074,Molasses,2008,tonnes,56587906.91
3075,Molasses,2009,tonnes,49752172.66
3076,Molasses,2010,tonnes,53629891.0
3077,Molasses,2011,tonnes,59098140.0
3078,Molasses,2012,tonnes,62481760.0
3079,Molasses,2013,tonnes,63067639.0
3080,Molasses,2014,tonnes,60930842.0
3081,Molasses,2015,tonnes,60149495.0
3082,Molasses,2016,tonnes,62822658.0
3083,Molasses,2017,tonnes,61851470.0
3084,Molasses,2018,tonnes,61988760.0
3085,Molasses,2019,tonnes,60836571.0
3086,Molasses,2020,tonnes,0.0
3087,Mushrooms and truffles,2000,tonnes,8758625.0
3088,Mushrooms and truffles,2001,tonnes,9996328.0
3089,Mushrooms and truffles,2002,tonnes,10954133.0
3090,Mushrooms and truffles,2003,tonnes,12625631.0
3091,Mushrooms and truffles,2004,tonnes,13823535.0
3092,Mushrooms and truffles,2005,tonnes,15547463.0
3093,Mushrooms and truffles,2006,tonnes,16930807.0
3094,Mushrooms and truffles,2007,tonnes,19044824.0
3095,Mushrooms and truffles,2008,tonnes,20875777.0
3096,Mushrooms and truffles,2009,tonnes,23165416.0
3097,Mushrooms and truffles,2010,tonnes,24966404.0
3098,Mushrooms and truffles,2011,tonnes,28922206.0
3099,Mushrooms and truffles,2012,tonnes,31768760.0
3100,Mushrooms and truffles,2013,tonnes,34273075.0
3101,Mushrooms and truffles,2014,tonnes,35357345.0
3102,Mushrooms and truffles,2015,tonnes,37466929.0
3103,Mushrooms and truffles,2016,tonnes,38646250.0
3104,Mushrooms and truffles,2017,tonnes,39843741.0
3105,Mushrooms and truffles,2018,tonnes,40586448.0
3106,Mushrooms and truffles,2019,tonnes,41723849.0
3107,Mushrooms and truffles,2020,tonnes,42785358.0
3108,Mustard seed,2000,tonnes,503695.0
3109,Mustard seed,2001,tonnes,398454.0
3110,Mustard seed,2002,tonnes,522482.0
3111,Mustard seed,2003,tonnes,704615.0
3112,Mustard seed,2004,tonnes,796707.0
3113,Mustard seed,2005,tonnes,572578.0
3114,Mustard seed,2006,tonnes,464544.0
3115,Mustard seed,2007,tonnes,417199.0
3116,Mustard seed,2008,tonnes,544150.0
3117,Mustard seed,2009,tonnes,704078.0
3118,Mustard seed,2010,tonnes,623519.0
3119,Mustard seed,2011,tonnes,588977.0
3120,Mustard seed,2012,tonnes,474087.0
3121,Mustard seed,2013,tonnes,524886.0
3122,Mustard seed,2014,tonnes,682261.0
3123,Mustard seed,2015,tonnes,534133.0
3124,Mustard seed,2016,tonnes,685905.0
3125,Mustard seed,2017,tonnes,563291.0
3126,Mustard seed,2018,tonnes,656606.0
3127,Mustard seed,2019,tonnes,653985.0
3128,Mustard seed,2020,tonnes,540454.0
3129,Natural honey,2000,tonnes,1249147.0
3130,Natural honey,2001,tonnes,1233939.0
3131,Natural honey,2002,tonnes,1280057.0
3132,Natural honey,2003,tonnes,1325130.0
3133,Natural honey,2004,tonnes,1353203.0
3134,Natural honey,2005,tonnes,1403572.0
3135,Natural honey,2006,tonnes,1499214.0
3136,Natural honey,2007,tonnes,1448325.0
3137,Natural honey,2008,tonnes,1508789.0
