Item,Item Hierarchy Type,Year,Quantity
"Hazelnuts, in shell",Fruits and nuts,2020,1072308.0
"Hen eggs in shell, fresh",Dairy and egg,2000,51060625.0
"Hen eggs in shell, fresh",Dairy and egg,2001,52106132.0
"Hen eggs in shell, fresh",Dairy and egg,2002,53416128.0
"Hen eggs in shell, fresh",Dairy and egg,2003,54228063.0
"Hen eggs in shell, fresh",Dairy and egg,2004,55473267.0
"Hen eggs in shell, fresh",Dairy and egg,2005,56602026.0
"Hen eggs in shell, fresh",Dairy and egg,2006,57938030.0
"Hen eggs in shell, fresh",Dairy and egg,2007,59565827.0
"Hen eggs in shell, fresh",Dairy and egg,2008,61715705.0
"Hen eggs in shell, fresh",Dairy and egg,2009,62918006.0
"Hen eggs in shell, fresh",Dairy and egg,2010,64219986.0
"Hen eggs in shell, fresh",Dairy and egg,2011,65477266.0
"Hen eggs in shell, fresh",Dairy and egg,2012,67036166.0
"Hen eggs in shell, fresh",Dairy and egg,2013,68623969.0
"Hen eggs in shell, fresh",Dairy and egg,2014,70072480.0
"Hen eggs in shell, fresh",Dairy and egg,2015,72069929.0
"Hen eggs in shell, fresh",Dairy and egg,2016,74079505.0
"Hen eggs in shell, fresh",Dairy and egg,2017,78826118.0
"Hen eggs in shell, fresh",Dairy and egg,2018,80083451.0
"Hen eggs in shell, fresh",Dairy and egg,2019,83590266.0
"Hen eggs in shell, fresh",Dairy and egg,2020,85680783.0
Kiwi fruit,Fruits and nuts,2000,1888255.0
Kiwi fruit,Fruits and nuts,2001,1981998.0
Kiwi fruit,Fruits and nuts,2002,2037573.0
Kiwi fruit,Fruits and nuts,2003,2019320.0
Kiwi fruit,Fruits and nuts,2004,2301972.0
Kiwi fruit,Fruits and nuts,2005,2339791.0
Kiwi fruit,Fruits and nuts,2006,2511397.0
Kiwi fruit,Fruits and nuts,2007,2549312.0
Kiwi fruit,Fruits and nuts,2008,2745006.0
Kiwi fruit,Fruits and nuts,2009,2792539.0
Kiwi fruit,Fruits and nuts,2010,2837310.0
Kiwi fruit,Fruits and nuts,2011,2908198.0
Kiwi fruit,Fruits and nuts,2012,3052348.0
Kiwi fruit,Fruits and nuts,2013,3460220.0
Kiwi fruit,Fruits and nuts,2014,3622339.0
Kiwi fruit,Fruits and nuts,2015,4061076.0
Kiwi fruit,Fruits and nuts,2016,3924347.0
Kiwi fruit,Fruits and nuts,2017,4031138.0
Kiwi fruit,Fruits and nuts,2018,4253987.0
Kiwi fruit,Fruits and nuts,2019,4308215.0
Kiwi fruit,Fruits and nuts,2020,4407407.0
Leeks and other alliaceous vegetables,Vegetables,2000,1633642.0
Leeks and other alliaceous vegetables,Vegetables,2001,1565100.0
Leeks and other alliaceous vegetables,Vegetables,2002,1588525.0
Leeks and other alliaceous vegetables,Vegetables,2003,1701241.0
Leeks and other alliaceous vegetables,Vegetables,2004,1863108.0
Leeks and other alliaceous vegetables,Vegetables,2005,2004219.0
Leeks and other alliaceous vegetables,Vegetables,2006,2098350.0
Leeks and other alliaceous vegetables,Vegetables,2007,2028258.0
Leeks and other alliaceous vegetables,Vegetables,2008,2081738.0
Leeks and other alliaceous vegetables,Vegetables,2009,2092043.0
Leeks and other alliaceous vegetables,Vegetables,2010,2098005.0
Leeks and other alliaceous vegetables,Vegetables,2011,2132015.0
Leeks and other alliaceous vegetables,Vegetables,2012,2190220.0
Leeks and other alliaceous vegetables,Vegetables,2013,2195492.0
Leeks and other alliaceous vegetables,Vegetables,2014,2216875.0
Leeks and other alliaceous vegetables,Vegetables,2015,2117707.0
Leeks and other alliaceous vegetables,Vegetables,2016,2118761.0
Leeks and other alliaceous vegetables,Vegetables,2017,2171568.0
Leeks and other alliaceous vegetables,Vegetables,2018,2119066.0
Leeks and other alliaceous vegetables,Vegetables,2019,2150234.0
Leeks and other alliaceous vegetables,Vegetables,2020,2119948.0
Lemons and limes,Fruits and nuts,2000,10830001.0
Lemons and limes,Fruits and nuts,2001,11529525.0
Lemons and limes,Fruits and nuts,2002,11939788.0
Lemons and limes,Fruits and nuts,2003,12380657.0
Lemons and limes,Fruits and nuts,2004,12280992.0
Lemons and limes,Fruits and nuts,2005,12333888.0
Lemons and limes,Fruits and nuts,2006,13487198.0
Lemons and limes,Fruits and nuts,2007,16065329.0
Lemons and limes,Fruits and nuts,2008,16834768.0
Lemons and limes,Fruits and nuts,2009,16417919.0
Lemons and limes,Fruits and nuts,2010,14712966.0
Lemons and limes,Fruits and nuts,2011,15046905.0
Lemons and limes,Fruits and nuts,2012,14774561.0
Lemons and limes,Fruits and nuts,2013,15180788.0
Lemons and limes,Fruits and nuts,2014,15675570.0
Lemons and limes,Fruits and nuts,2015,16719876.0
Lemons and limes,Fruits and nuts,2016,16809289.0
Lemons and limes,Fruits and nuts,2017,17393550.0
Lemons and limes,Fruits and nuts,2018,19348035.0
Lemons and limes,Fruits and nuts,2019,19787194.0
Lemons and limes,Fruits and nuts,2020,21012841.0
Lettuce and chicory,Vegetables,2000,18398156.0
Lettuce and chicory,Vegetables,2001,18837469.0
Lettuce and chicory,Vegetables,2002,20281360.0
Lettuce and chicory,Vegetables,2003,21467354.0
Lettuce and chicory,Vegetables,2004,22533206.0
Lettuce and chicory,Vegetables,2005,22585978.0
Lettuce and chicory,Vegetables,2006,23616667.0
Lettuce and chicory,Vegetables,2007,23745208.0
Lettuce and chicory,Vegetables,2008,23824885.0
Lettuce and chicory,Vegetables,2009,24174561.0
Lettuce and chicory,Vegetables,2010,24659807.0
Lettuce and chicory,Vegetables,2011,25106877.0
Lettuce and chicory,Vegetables,2012,25737322.0
Lettuce and chicory,Vegetables,2013,24627007.0
Lettuce and chicory,Vegetables,2014,25187450.0
Lettuce and chicory,Vegetables,2015,26364723.0
Lettuce and chicory,Vegetables,2016,26355387.0
Lettuce and chicory,Vegetables,2017,26656906.0
Lettuce and chicory,Vegetables,2018,27063925.0
Lettuce and chicory,Vegetables,2019,27285193.0
Lettuce and chicory,Vegetables,2020,27660187.0
Locust beans (carobs),Fruits and nuts,2000,155440.0
Locust beans (carobs),Fruits and nuts,2001,126743.0
Locust beans (carobs),Fruits and nuts,2002,133530.0
Locust beans (carobs),Fruits and nuts,2003,120661.0
Locust beans (carobs),Fruits and nuts,2004,114663.0
Locust beans (carobs),Fruits and nuts,2005,144684.0
Locust beans (carobs),Fruits and nuts,2006,107262.0
Locust beans (carobs),Fruits and nuts,2007,122123.0
Locust beans (carobs),Fruits and nuts,2008,151474.0
Locust beans (carobs),Fruits and nuts,2009,128933.0
Locust beans (carobs),Fruits and nuts,2010,127988.0
Locust beans (carobs),Fruits and nuts,2011,157418.0
Locust beans (carobs),Fruits and nuts,2012,126405.0
Locust beans (carobs),Fruits and nuts,2013,114823.0
Locust beans (carobs),Fruits and nuts,2014,166449.0
Locust beans (carobs),Fruits and nuts,2015,133349.0
Locust beans (carobs),Fruits and nuts,2016,135888.0
Locust beans (carobs),Fruits and nuts,2017,138680.0
Locust beans (carobs),Fruits and nuts,2018,46378.0
Locust beans (carobs),Fruits and nuts,2019,47093.0
Locust beans (carobs),Fruits and nuts,2020,49693.0
Maize (corn),Cereals,2000,589094614.0
Maize (corn),Cereals,2001,609231325.0
Maize (corn),Cereals,2002,597954862.0
Maize (corn),Cereals,2003,641229174.0
Maize (corn),Cereals,2004,722938847.0
Maize (corn),Cereals,2005,707096036.0
Maize (corn),Cereals,2006,707937100.0
Maize (corn),Cereals,2007,793532305.0
Maize (corn),Cereals,2008,829792151.0
Maize (corn),Cereals,2009,820819715.0
Maize (corn),Cereals,2010,852786854.0
Maize (corn),Cereals,2011,887771173.0
Maize (corn),Cereals,2012,875512092.0
Maize (corn),Cereals,2013,1016759467.0
Maize (corn),Cereals,2014,1039855610.0
Maize (corn),Cereals,2015,1052670699.0
Maize (corn),Cereals,2016,1127396413.0
Maize (corn),Cereals,2017,1138707080.0
Maize (corn),Cereals,2018,1124215256.0
Maize (corn),Cereals,2019,1141334868.0
Maize (corn),Cereals,2020,1162339410.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2000,24927037.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2001,25101577.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2002,26407652.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2003,29956738.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2004,29853673.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2005,31903956.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2006,34135094.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2007,35307498.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2008,36739665.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2009,35639746.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2010,37578530.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2011,39901960.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2012,41556958.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2013,44160825.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2014,45838648.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2015,45700760.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2016,46288911.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2017,51356750.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2018,52854329.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2019,54363094.0
"Mangoes, guavas and mangosteens",Fruits and nuts,2020,54161437.0
"Meat of asses, fresh or chilled",Meat and meat products,2000,171402.0
"Meat of asses, fresh or chilled",Meat and meat products,2001,173458.0
"Meat of asses, fresh or chilled",Meat and meat products,2002,180547.0
"Meat of asses, fresh or chilled",Meat and meat products,2003,184955.0
"Meat of asses, fresh or chilled",Meat and meat products,2004,190641.0
"Meat of asses, fresh or chilled",Meat and meat products,2005,191285.0
"Meat of asses, fresh or chilled",Meat and meat products,2006,197311.0
"Meat of asses, fresh or chilled",Meat and meat products,2007,192088.0
"Meat of asses, fresh or chilled",Meat and meat products,2008,191979.0
"Meat of asses, fresh or chilled",Meat and meat products,2009,203037.0
"Meat of asses, fresh or chilled",Meat and meat products,2010,204547.0
"Meat of asses, fresh or chilled",Meat and meat products,2011,212857.0
"Meat of asses, fresh or chilled",Meat and meat products,2012,212306.0
"Meat of asses, fresh or chilled",Meat and meat products,2013,210574.0
"Meat of asses, fresh or chilled",Meat and meat products,2014,212541.0
"Meat of asses, fresh or chilled",Meat and meat products,2015,213688.0
"Meat of asses, fresh or chilled",Meat and meat products,2016,157407.0
"Meat of asses, fresh or chilled",Meat and meat products,2017,114206.0
"Meat of asses, fresh or chilled",Meat and meat products,2018,114460.0
"Meat of asses, fresh or chilled",Meat and meat products,2019,122785.0
"Meat of asses, fresh or chilled",Meat and meat products,2020,119699.0
"Meat of camels, fresh or chilled",Meat and meat products,2000,323140.0
"Meat of camels, fresh or chilled",Meat and meat products,2001,331408.0
"Meat of camels, fresh or chilled",Meat and meat products,2002,327169.0
"Meat of camels, fresh or chilled",Meat and meat products,2003,335467.0
"Meat of camels, fresh or chilled",Meat and meat products,2004,347183.0
"Meat of camels, fresh or chilled",Meat and meat products,2005,312619.0
"Meat of camels, fresh or chilled",Meat and meat products,2006,354115.0
"Meat of camels, fresh or chilled",Meat and meat products,2007,404397.0
"Meat of camels, fresh or chilled",Meat and meat products,2008,438678.0
"Meat of camels, fresh or chilled",Meat and meat products,2009,430946.0
"Meat of camels, fresh or chilled",Meat and meat products,2010,452838.0
"Meat of camels, fresh or chilled",Meat and meat products,2011,467383.0
"Meat of camels, fresh or chilled",Meat and meat products,2012,331658.0
"Meat of camels, fresh or chilled",Meat and meat products,2013,345769.0
"Meat of camels, fresh or chilled",Meat and meat products,2014,394513.0
"Meat of camels, fresh or chilled",Meat and meat products,2015,408832.0
"Meat of camels, fresh or chilled",Meat and meat products,2016,412868.0
"Meat of camels, fresh or chilled",Meat and meat products,2017,428930.0
"Meat of camels, fresh or chilled",Meat and meat products,2018,431291.0
"Meat of camels, fresh or chilled",Meat and meat products,2019,477403.0
"Meat of camels, fresh or chilled",Meat and meat products,2020,460277.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2000,55527414.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2001,55017261.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2002,56052641.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2003,56838713.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2004,58463976.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2005,58763609.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2006,60167280.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2007,61967641.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2008,62005802.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2009,62299899.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2010,62372151.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2011,62074029.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2012,62141165.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2013,63163962.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2014,63569750.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2015,63068123.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2016,63604695.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2017,64815083.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2018,66352462.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2019,67527279.0
"Meat of cattle with the bone, fresh or chilled",Meat and meat products,2020,67493730.0
"Meat of mules, fresh or chilled",Meat and meat products,2000,58896.0
"Meat of mules, fresh or chilled",Meat and meat products,2001,58826.0
"Meat of mules, fresh or chilled",Meat and meat products,2002,59221.0
"Meat of mules, fresh or chilled",Meat and meat products,2003,58996.0
"Meat of mules, fresh or chilled",Meat and meat products,2004,59028.0
"Meat of mules, fresh or chilled",Meat and meat products,2005,60917.0
"Meat of mules, fresh or chilled",Meat and meat products,2006,61959.0
"Meat of mules, fresh or chilled",Meat and meat products,2007,58696.0
"Meat of mules, fresh or chilled",Meat and meat products,2008,54995.0
"Meat of mules, fresh or chilled",Meat and meat products,2009,57390.0
"Meat of mules, fresh or chilled",Meat and meat products,2010,54800.0
"Meat of mules, fresh or chilled",Meat and meat products,2011,53000.0
"Meat of mules, fresh or chilled",Meat and meat products,2012,52700.0
"Meat of mules, fresh or chilled",Meat and meat products,2013,48570.0
"Meat of mules, fresh or chilled",Meat and meat products,2014,52702.0
"Meat of mules, fresh or chilled",Meat and meat products,2015,53707.0
"Meat of mules, fresh or chilled",Meat and meat products,2016,32482.0
"Meat of mules, fresh or chilled",Meat and meat products,2017,19761.0
"Meat of mules, fresh or chilled",Meat and meat products,2018,15167.0
"Meat of mules, fresh or chilled",Meat and meat products,2019,13142.0
"Meat of mules, fresh or chilled",Meat and meat products,2020,12087.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2000,14224.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2001,14280.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2002,15137.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2003,15222.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2004,16185.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2005,18720.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2006,19839.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2007,22293.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2008,23919.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2009,24543.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2010,24017.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2011,27752.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2012,28686.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2013,29000.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2014,28226.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2015,29098.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2016,30147.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2017,31377.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2018,31428.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2019,33514.0
"Meat of other domestic camelids, fresh or chilled",Meat and meat products,2020,32877.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2000,16657.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2001,16715.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2002,16840.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2003,17220.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2004,17370.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2005,17750.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2006,17750.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2007,17875.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2008,18254.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2009,18456.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2010,18506.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2011,18506.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2012,18600.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2013,18600.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2014,18682.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2015,18742.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2016,18682.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2017,18584.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2018,18636.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2019,18626.0
"Meat of other domestic rodents, fresh or chilled",Meat and meat products,2020,18616.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2000,89105333.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2001,90077646.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2002,92418612.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2003,94964704.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2004,95975162.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2005,98066703.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2006,100593666.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2007,99183853.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2008,103392017.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2009,105975910.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2010,108783402.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2011,109435734.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2012,112937331.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2013,114907575.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2014,117039868.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2015,119320818.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2016,118625041.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2017,119544070.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2018,120689984.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2019,109635731.0
"Meat of pig with the bone, fresh or chilled",Meat and meat products,2020,109835405.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2000,42568.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2001,44752.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2002,47959.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2003,51706.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2004,59219.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2005,58641.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2006,67350.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2007,73631.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2008,24952.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2009,24679.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2010,24886.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2011,24883.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2012,21338.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2013,22330.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2014,21757.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2015,21421.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2016,20828.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2017,20814.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2018,19951.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2019,20016.0
"Meat of pigeons and other birds n.e.c., fresh, chilled or frozen",Meat and meat products,2020,20105.0
Millet,Cereals,2000,27671985.0
Millet,Cereals,2001,28903869.0
Millet,Cereals,2002,23955412.0
Millet,Cereals,2003,34820207.0
Millet,Cereals,2004,29637642.0
Millet,Cereals,2005,30998389.0
Millet,Cereals,2006,31997333.0
Millet,Cereals,2007,33666253.0
Millet,Cereals,2008,34398213.0
Millet,Cereals,2009,25912573.0
Millet,Cereals,2010,32799463.0
Millet,Cereals,2011,27049127.0
Millet,Cereals,2012,26256746.0
Millet,Cereals,2013,25333991.0
Millet,Cereals,2014,27198410.0
Millet,Cereals,2015,27714236.0
Millet,Cereals,2016,26080662.0
Millet,Cereals,2017,27935215.0
Millet,Cereals,2018,28984637.0
Millet,Cereals,2019,27200094.0
Millet,Cereals,2020,29978682.0
Mushrooms and truffles,Vegetables,2000,8769004.0
Mushrooms and truffles,Vegetables,2001,10008722.0
Mushrooms and truffles,Vegetables,2002,10967099.0
Mushrooms and truffles,Vegetables,2003,12637264.0
Mushrooms and truffles,Vegetables,2004,13836722.0
Mushrooms and truffles,Vegetables,2005,15560338.0
Mushrooms and truffles,Vegetables,2006,16942912.0
Mushrooms and truffles,Vegetables,2007,19055842.0
Mushrooms and truffles,Vegetables,2008,20886610.0
Mushrooms and truffles,Vegetables,2009,23176019.0
Mushrooms and truffles,Vegetables,2010,24977027.0
Mushrooms and truffles,Vegetables,2011,28933817.0
Mushrooms and truffles,Vegetables,2012,31780371.0
Mushrooms and truffles,Vegetables,2013,34283973.0
Mushrooms and truffles,Vegetables,2014,35368308.0
Mushrooms and truffles,Vegetables,2015,37479710.0
Mushrooms and truffles,Vegetables,2016,38660679.0
Mushrooms and truffles,Vegetables,2017,39856837.0
Mushrooms and truffles,Vegetables,2018,40600043.0
Mushrooms and truffles,Vegetables,2019,41736063.0
Mushrooms and truffles,Vegetables,2020,42792893.0
Oats,Cereals,2000,25950275.0
Oats,Cereals,2001,26808498.0
Oats,Cereals,2002,25971958.0
Oats,Cereals,2003,25500055.0
Oats,Cereals,2004,26454566.0
Oats,Cereals,2005,23475016.0
Oats,Cereals,2006,23530844.0
Oats,Cereals,2007,24750741.0
Oats,Cereals,2008,26327272.0
Oats,Cereals,2009,23392707.0
Oats,Cereals,2010,19233197.0
Oats,Cereals,2011,22851637.0
Oats,Cereals,2012,21137918.0
Oats,Cereals,2013,23874834.0
Oats,Cereals,2014,22747615.0
Oats,Cereals,2015,22558456.0
Oats,Cereals,2016,23298955.0
Oats,Cereals,2017,25333605.0
Oats,Cereals,2018,22592954.0
Oats,Cereals,2019,23132209.0
Oats,Cereals,2020,25181805.0
Oranges,Fruits and nuts,2000,63847868.0
Oranges,Fruits and nuts,2001,60142541.0
Oranges,Fruits and nuts,2002,62063926.0
Oranges,Fruits and nuts,2003,59850714.0
Oranges,Fruits and nuts,2004,64936071.0
Oranges,Fruits and nuts,2005,63132692.0
Oranges,Fruits and nuts,2006,65390498.0
Oranges,Fruits and nuts,2007,65255951.0
Oranges,Fruits and nuts,2008,69300342.0
Oranges,Fruits and nuts,2009,68391517.0
Oranges,Fruits and nuts,2010,70531970.0
Oranges,Fruits and nuts,2011,72443805.0
Oranges,Fruits and nuts,2012,70172910.0
Oranges,Fruits and nuts,2013,72939728.0
Oranges,Fruits and nuts,2014,72199491.0
Oranges,Fruits and nuts,2015,72426961.0
Oranges,Fruits and nuts,2016,72844268.0
Oranges,Fruits and nuts,2017,73239232.0
Oranges,Fruits and nuts,2018,73298536.0
Oranges,Fruits and nuts,2019,75826174.0
Oranges,Fruits and nuts,2020,75285576.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2000,7198220.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2001,7454146.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2002,7340738.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2003,7391515.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2004,7674602.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2005,7753261.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2006,7722226.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2007,10974204.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2008,10884559.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2009,12232974.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2010,12417254.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2011,11344049.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2012,12775821.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2013,12711651.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2014,13021512.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2015,13264861.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2016,14004132.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2017,14117196.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2018,14274374.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2019,13823297.0
"Other citrus fruit, n.e.c.",Fruits and nuts,2020,13735357.0
"Other fruits, n.e.c.",Fruits and nuts,2000,22207142.0
"Other fruits, n.e.c.",Fruits and nuts,2001,23245402.0
"Other fruits, n.e.c.",Fruits and nuts,2002,23765291.0
"Other fruits, n.e.c.",Fruits and nuts,2003,24397490.0
"Other fruits, n.e.c.",Fruits and nuts,2004,23427849.0
"Other fruits, n.e.c.",Fruits and nuts,2005,24911288.0
"Other fruits, n.e.c.",Fruits and nuts,2006,25997724.0
"Other fruits, n.e.c.",Fruits and nuts,2007,25776914.0
"Other fruits, n.e.c.",Fruits and nuts,2008,27184398.0
"Other fruits, n.e.c.",Fruits and nuts,2009,27731257.0
"Other fruits, n.e.c.",Fruits and nuts,2010,30253063.0
"Other fruits, n.e.c.",Fruits and nuts,2011,31037419.0
"Other fruits, n.e.c.",Fruits and nuts,2012,32290801.0
"Other fruits, n.e.c.",Fruits and nuts,2013,33058943.0
"Other fruits, n.e.c.",Fruits and nuts,2014,34572939.0
"Other fruits, n.e.c.",Fruits and nuts,2015,35896719.0
"Other fruits, n.e.c.",Fruits and nuts,2016,36639889.0
"Other fruits, n.e.c.",Fruits and nuts,2017,37136954.0
